onset	duration	response_time	amountSS	amountLL	delaySS	delayLL	choice	SV_SS	SV_LL	SV_diff
8.0	8.33	3.33	13.04	14.34	0.0	2.0	LL	13.04	13.329511433099999	0.289511433072
25.35	17.439999999999998	12.44	22.69	23.82	4.0	6.0	SS	19.7027353949	19.4064791936	0.296256201247
51.81	7.27	2.27	38.69	58.04	4.0	6.0	LL	33.5962464711	47.285980369399994	13.6897338983
68.11	10.43	5.43	9.36	10.3	2.0	6.0	SS	8.70043424083	8.3915506169	0.308883623936
87.56	8.71	3.71	13.79	17.24	2.0	6.0	LL	12.818267968099999	14.0456633627	1.22739539459
105.29	8.129999999999999	3.13	9.13	13.7	0.0	2.0	LL	9.13	12.7346099465	3.6046099465199997
122.44	7.96	2.96	10.73	10.84	0.0	2.0	SS	10.73	10.0761439285	0.653856071513
139.43	10.9	5.9	13.95	15.34	4.0	6.0	LL	12.113404969500001	12.4977074236	0.384302454081
159.36	8.6	3.6	29.15	39.35	2.0	4.0	LL	27.0959036453	34.1693538029	7.07345015761
176.99	8.17	3.17	31.36	31.67	2.0	6.0	SS	29.1501728411	25.801981362800003	3.34819147826
194.19	12.0	7.0	22.8	23.48	2.0	4.0	SS	21.1933654584	20.3887275043	0.804637954169
215.22	7.8100000000000005	2.81	11.51	11.63	4.0	6.0	SS	9.994644530419999	9.47511977422	0.519524756192
232.05	9.02	4.02	27.1	40.65	2.0	6.0	LL	25.190359821199998	33.1181099589	7.9277501376999995
250.1	24.14	19.14	11.5	13.22	2.0	6.0	SS	10.6896360865	10.7705144811	0.08087839461060001
283.27	10.85	5.85	11.73	12.9	2.0	4.0	SS	10.9034288082	11.2016433052	0.298214496934
303.15	8.58	3.58	16.25	21.94	0.0	2.0	LL	16.25	20.3939665859	4.143966585889999
320.76	7.91	2.91	25.04	33.8	4.0	6.0	LL	21.743344834200002	27.5373214419	5.79397660766
337.7	9.68	4.68	28.2	38.07	0.0	4.0	LL	28.2	33.0578729169	4.85787291685
